"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.202972800E1,2.725831604E-1,3.474275208E-1,9.719438324E0
1.203970100E1,2.775228882E-1,3.522175598E-1,9.726324005E0
1.204967400E1,2.686912537E-1,3.495231628E-1,9.721384277E0
1.205964700E1,2.492317200E-1,3.492237854E-1,9.724228363E0
1.206962000E1,2.718347168E-1,3.692820740E-1,9.715995483E0
1.207959300E1,2.757266235E-1,3.656895447E-1,9.732760620E0
1.208956700E1,2.715353394E-1,3.610491943E-1,9.743089142E0
1.209954000E1,2.679428101E-1,3.490740967E-1,9.719588013E0
1.210951300E1,2.447410583E-1,3.568579102E-1,9.711205444E0
1.211948600E1,2.441423035E-1,3.713777161E-1,9.723928986E0
1.212945900E1,2.642005920E-1,3.643423462E-1,9.746981049E0
1.213943200E1,2.615061951E-1,3.600013733E-1,9.704170074E0
1.214940500E1,2.884501648E-1,3.535647583E-1,9.697434082E0
1.215937800E1,2.857557678E-1,3.435356140E-1,9.740245056E0
1.216935100E1,2.905458069E-1,3.414399719E-1,9.752669220E0
1.217932400E1,2.540217590E-1,3.375480652E-1,9.705966339E0
1.218929700E1,2.294728088E-1,3.315605164E-1,9.714947662E0
1.219927000E1,2.243833923E-1,3.267704773E-1,9.718689880E0
1.220924300E1,2.109114075E-1,3.294648743E-1,9.723180542E0
1.221921600E1,2.160008240E-1,3.335064697E-1,9.723779297E0
1.222918900E1,2.127076721E-1,3.300636292E-1,9.710157623E0
1.223916200E1,2.263293457E-1,3.308120728E-1,9.726024628E0
1.224913500E1,2.317181396E-1,3.370989990E-1,9.735305328E0
1.225910800E1,2.471360779E-1,3.303630066E-1,9.728419647E0
1.226908200E1,2.450404358E-1,3.297642517E-1,9.706565094E0
1.227905500E1,2.451901245E-1,3.342549133E-1,9.724677429E0
1.228902800E1,2.362088013E-1,3.287164307E-1,9.743987274E0
1.229900100E1,2.261796570E-1,3.233276367E-1,9.722881165E0
1.230897400E1,2.228865051E-1,3.326083374E-1,9.722132721E0
1.231894700E1,2.164498901E-1,3.225791931E-1,9.736353149E0
1.232892000E1,2.350112915E-1,3.204835510E-1,9.713899841E0
1.233889300E1,1.984872437E-1,3.189866638E-1,9.703122253E0
1.234886600E1,2.158511353E-1,3.141966248E-1,9.731413422E0
1.235883900E1,2.142045593E-1,3.124003601E-1,9.747879181E0
1.236881200E1,2.052232361E-1,3.089575195E-1,9.734706573E0
1.237878500E1,1.853146362E-1,3.097059631E-1,9.711804199E0
1.238875800E1,1.833686829E-1,3.088078308E-1,9.713600464E0
1.239873100E1,1.944456482E-1,3.040177917E-1,9.729766846E0
1.240870400E1,1.919009399E-1,3.164419556E-1,9.734407196E0
1.241867700E1,2.004331970E-1,3.116519165E-1,9.733658752E0
1.242865000E1,2.065704346E-1,3.049159241E-1,9.719737701E0
1.243862400E1,2.158511353E-1,3.101550293E-1,9.708061981E0
1.244859700E1,2.088157654E-1,3.032693481E-1,9.735305328E0
1.245857000E1,2.203417969E-1,3.288661194E-1,9.678872681E0
1.246854300E1,3.977229309E-1,2.962339783E-1,9.403595123E0
1.247851600E1,4.689747620E-1,3.315605164E-1,9.583970032E0
1.248848900E1,2.692900085E-1,3.339555359E-1,1.018886215E1
1.249846237E1,1.577719116E-1,2.992277527E-1,1.025083328E1
1.250843537E1,1.613644409E-1,2.906954956E-1,9.615404663E0
1.251840837E1,1.224453735E-1,2.568658447E-1,9.222172394E0
1.252838137E1,-1.167572021E-2,3.215313721E-1,9.419911194E0
1.253835437E1,2.799179077E-2,3.112028503E-1,9.754465485E0
1.254832737E1,1.517843628E-1,2.832110596E-1,9.926607513E0
1.255830038E1,4.637356567E-1,1.426533508E-1,9.981393585E0
1.256827337E1,4.671784973E-1,2.808160400E-1,9.572893066E0
1.257824637E1,4.119433594E-1,1.892065430E-1,1.029364426E1
1.258821937E1,4.745132446E-1,2.032772827E-1,1.121752304E1
1.259819237E1,3.591032410E-1,4.984634399E-1,1.069406158E1
1.260816537E1,-1.377136230E-1,4.351451111E-1,9.624535675E0
1.261813938E1,6.900650024E-2,6.673123169E-1,9.099128265E0
1.262811237E1,1.073268127E-1,6.590794373E-1,8.965306549E0
1.263808537E1,-1.811233521E-2,6.327342224E-1,9.504036255E0
1.264805837E1,1.844165039E-1,6.969506836E-1,1.008662476E1
1.265803137E1,2.609074402E-1,7.807763672E-1,1.032912048E1
1.266800437E1,1.754351807E-1,1.076411591E0,1.037717056E1
1.267797737E1,7.006929016E-1,1.442400513E0,1.020757324E1
1.268795037E1,1.490001526E0,1.711690521E0,9.801916809E0
1.269792337E1,-3.941304016E-1,1.008303223E0,9.311237183E0
1.270789637E1,-1.284329224E-1,1.041384430E0,8.749754791E0
1.271786937E1,4.885839844E-1,1.412762146E0,8.317453766E0
1.272784237E1,3.775149536E-1,1.378483429E0,8.234226837E0
1.273781537E1,-1.276844788E-1,1.218615875E0,8.655001831E0
1.274778838E1,-6.885681152E-2,1.044228516E0,9.275311890E0
1.275776137E1,3.817062378E-1,8.547225952E-1,9.807904358E0
1.276773437E1,9.392967224E-1,6.300398254E-1,1.005893234E1
1.277770737E1,1.279389496E0,6.135740662E-1,1.018047958E1
1.278768137E1,1.147064667E0,5.587879944E-1,1.012823822E1
1.279765437E1,9.806108093E-1,5.322930908E-1,9.968220978E0
1.280762738E1,1.218017120E0,6.670129395E-1,9.811047821E0
1.281760037E1,1.400487671E0,8.852590942E-1,9.479936371E0
1.282757337E1,2.588117981E-1,1.135239258E0,9.206604767E0
1.283754637E1,2.151026917E-1,9.892927551E-1,8.888067169E0
1.284751937E1,4.195774841E-1,8.818162537E-1,8.818761292E0
1.285749237E1,7.168592834E-1,7.771838379E-1,9.059909821E0
1.286746537E1,6.991960144E-1,6.902146912E-1,9.500443726E0
1.287743837E1,5.022056580E-1,6.592291260E-1,9.935439148E0
1.288741137E1,2.327659607E-1,6.668632507E-1,1.023137375E1
1.289738437E1,2.326162720E-1,6.228547668E-1,1.032612671E1
1.290735737E1,4.035607910E-1,5.876779175E-1,1.021790176E1
1.291733037E1,4.908293152E-1,5.028044128E-1,9.985285492E0
1.292730337E1,4.073030090E-1,4.517605591E-1,9.856852570E0
1.293727637E1,5.177732849E-1,4.763095093E-1,9.925260315E0
1.294724937E1,5.951623535E-1,5.062472534E-1,9.887239380E0
1.295722237E1,4.894821167E-1,5.294490051E-1,9.746531982E0
1.296719637E1,3.948788452E-1,5.568420410E-1,9.762848053E0
1.297716937E1,3.171903992E-1,5.499563599E-1,9.695787506E0
1.298714237E1,4.210743713E-1,5.111869812E-1,9.334588623E0
1.299711538E1,2.673440552E-1,5.126838684E-1,9.117539978E0
1.300708837E1,2.225871277E-1,5.532495117E-1,9.304950256E0
1.301706137E1,3.043171692E-1,5.674699402E-1,9.593999176E0
1.302703437E1,4.887336731E-1,5.025050354E-1,9.789642334E0
1.303700737E1,2.978805542E-1,4.261637878E-1,9.993069305E0
1.304698037E1,3.873944092E-1,3.366499329E-1,1.012674133E1
1.305695337E1,5.381309509E-1,3.369493103E-1,1.018377274E1
1.306692637E1,5.424719238E-1,4.432283020E-1,9.996063080E0
1.307689937E1,4.522096252E-1,4.571493530E-1,9.689500580E0
1.308687237E1,2.665956116E-1,4.568499756E-1,9.446705475E0
1.309684537E1,1.669029236E-1,4.906796265E-1,9.444011078E0
1.310681837E1,1.649569702E-1,4.381388855E-1,9.694140930E0
1.311679137E1,2.688409424E-1,4.165837097E-1,9.843380585E0
1.312676437E1,3.888912964E-1,5.072950745E-1,9.831704865E0
1.313673837E1,4.442761230E-1,4.513114929E-1,9.678573303E0
1.314671137E1,4.215234375E-1,4.743635559E-1,9.596244507E0
1.315668437E1,3.852987671E-1,4.346960449E-1,9.513616333E0
1.316665737E1,3.185375977E-1,3.772155762E-1,9.530082092E0
1.317663037E1,2.404000854E-1,3.354524231E-1,9.611961823E0
1.318660338E1,3.712280273E-1,3.797602844E-1,9.901160431E0
1.319657637E1,2.823129272E-1,3.733236694E-1,9.954000549E0
1.320654937E1,2.585124207E-1,3.628454590E-1,9.766889648E0
1.321652237E1,2.008822632E-1,3.528163147E-1,9.695787506E0
1.322649537E1,2.221380615E-1,3.673361206E-1,9.871821442E0
1.323646837E1,3.089575195E-1,3.418890381E-1,9.707912292E0
1.324644137E1,1.734892273E-1,2.574645996E-1,9.555529175E0
1.325641437E1,2.303709412E-1,2.552192688E-1,9.778715057E0
1.326638737E1,2.213896179E-1,2.377056885E-1,9.946665802E0
1.327636037E1,1.167572021E-1,2.219883728E-1,9.871222687E0
1.328633337E1,2.218386841E-1,3.201841736E-1,9.783654785E0
1.329630637E1,2.776725769E-1,4.406835938E-1,9.595496063E0
1.330627937E1,1.841171265E-1,4.311035156E-1,9.347761230E0
1.331625237E1,2.290237427E-1,4.285588074E-1,9.304052124E0
1.332622637E1,1.618135071E-1,3.323089600E-1,9.538314972E0
1.333619937E1,2.260299683E-1,2.830613708E-1,9.833052063E0
1.334617237E1,2.040257263E-1,2.371069336E-1,1.002689896E1
1.335614537E1,1.935475159E-1,2.095642090E-1,1.010758118E1
1.336611837E1,2.845582581E-1,2.899470520E-1,9.957293701E0
1.337609137E1,2.640509033E-1,2.743794250E-1,9.731563110E0
1.338606437E1,2.406994629E-1,2.857557678E-1,9.591903534E0
1.339603737E1,2.167492676E-1,2.655477905E-1,9.625284119E0
1.340601037E1,1.387614441E-1,2.627037048E-1,9.703271942E0
1.341598337E1,1.237925720E-1,3.038681030E-1,9.729317780E0
1.342595637E1,1.390608215E-1,3.074606323E-1,9.720336456E0
1.343592938E1,1.360670471E-1,2.890489197E-1,9.668394470E0
1.344590237E1,1.380130005E-1,2.677931213E-1,9.666298828E0
1.345587537E1,2.112107849E-1,2.478845215E-1,9.798773346E0
1.346584837E1,2.535726929E-1,2.772235107E-1,9.796528015E0
1.347582137E1,2.362088013E-1,2.866539001E-1,9.683513031E0
1.348579437E1,2.008822632E-1,2.978805542E-1,9.676627350E0
1.349576837E1,2.450404358E-1,3.366499329E-1,9.750124512E0
1.350574171E1,1.715432739E-1,3.414399719E-1,9.761650543E0
1.351571471E1,1.592687988E-1,3.260220337E-1,9.665400696E0
1.352568771E1,1.272354126E-1,3.071612549E-1,9.680668945E0
1.353566071E1,1.231938171E-1,2.880010986E-1,9.693392487E0
1.354563371E1,1.463955688E-1,2.755769348E-1,9.750423889E0
1.355560671E1,2.360591125E-1,2.888992310E-1,9.789642334E0
1.356557971E1,2.257305908E-1,3.267704773E-1,9.745783539E0
1.357555271E1,2.347119141E-1,3.637435913E-1,9.750124512E0
1.358552571E1,2.616558838E-1,3.366499329E-1,9.714049530E0
1.359549871E1,2.728825378E-1,3.132984924E-1,9.737999725E0
1.360547171E1,2.327659607E-1,3.043171692E-1,9.704619141E0
1.361544471E1,1.895059204E-1,3.242257690E-1,9.738448792E0
1.362541771E1,2.225871277E-1,3.448828125E-1,9.670340424E0
1.363539071E1,4.041595459E-2,4.216731262E-1,9.672136688E0
1.364536371E1,7.768844604E-2,4.278103638E-1,9.666747894E0
1.365533671E1,4.894821167E-2,3.969744873E-1,9.174870758E0
1.366530971E1,4.101470947E-2,4.263134766E-1,9.407936096E0
1.367528371E1,2.270777893E-1,3.414399719E-1,9.950707397E0
1.368525671E1,2.195933533E-1,2.523751831E-1,1.008946884E1
1.369522971E1,2.528242493E-1,2.538720703E-1,1.014260834E1
1.370520271E1,1.848655701E-1,2.990780640E-1,9.681118011E0
1.371517571E1,1.733395386E-1,3.275189209E-1,9.315428467E0
1.372514871E1,1.303788757E-1,3.646417236E-1,9.263336792E0
1.373512171E1,2.814147949E-2,3.311114502E-1,9.618548126E0
1.374509471E1,-2.739303589E-2,2.733316040E-1,1.024739044E1
1.375506771E1,-6.032455444E-2,2.026785278E-1,1.054317535E1
1.376504071E1,-1.002914429E-2,1.246907043E-1,1.040935364E1
1.377501371E1,1.914518738E-1,2.236349487E-1,9.771080933E0
