"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.646571625E0,-3.727797046E-2,1.644988358E-2,-2.227788687E0
7.656544625E0,-3.279488534E-2,1.618843526E-2,-2.227114201E0
7.666517625E0,-2.862304077E-2,1.606859267E-2,-2.226945877E0
7.676490625E0,-2.537584119E-2,1.419334207E-2,-2.224540472E0
7.686463625E0,-2.696468309E-2,1.592146605E-2,-2.226789474E0
7.696436625E0,-2.580560744E-2,1.512043364E-2,-2.222460032E0
7.706409625E0,-2.831110917E-2,1.570473239E-2,-2.226793766E0
7.716382625E0,-2.599395998E-2,1.885706931E-2,-2.223315477E0
7.726355625E0,-2.559155785E-2,1.451292168E-2,-2.226893902E0
7.736328625E0,-3.393605724E-2,1.537195034E-2,-2.224692583E0
7.746301625E0,-3.319223598E-2,1.677996293E-2,-2.229246140E0
7.756274625E0,-3.562802076E-2,1.133192237E-2,-2.229185820E0
7.766247625E0,-4.093649611E-2,9.696739726E-3,-2.228824615E0
7.776220625E0,-3.931121901E-2,1.406468544E-2,-2.228103399E0
7.786193625E0,-3.611089662E-2,2.045547217E-2,-2.222800016E0
7.796166625E0,-2.916758135E-2,1.481443644E-2,-2.223178864E0
7.806139625E0,-2.659123950E-2,2.022065409E-2,-2.226330757E0
7.816112625E0,-2.850718424E-2,1.625523716E-2,-2.227645874E0
7.826085625E0,-3.341991454E-2,1.520834770E-2,-2.229053736E0
7.836059625E0,-3.740303591E-2,1.443839166E-2,-2.227320433E0
7.846032625E0,-3.732021153E-2,1.615479961E-2,-2.228833914E0
7.856005625E0,-3.460184112E-2,1.620566845E-2,-2.230417252E0
7.865978625E0,-3.043159842E-2,1.643736288E-2,-2.230395317E0
7.875951625E0,-3.007164039E-2,1.033294760E-2,-2.230405331E0
7.885924625E0,-3.179177642E-2,1.884520985E-2,-2.228024244E0
7.895897625E0,-2.825074270E-2,1.653548516E-2,-2.228092909E0
7.905870625E0,-3.118341602E-2,1.094071567E-2,-2.223373175E0
7.915843625E0,-3.441668302E-2,2.008540556E-2,-2.224707603E0
7.925816625E0,-3.538420796E-2,2.630841732E-2,-2.220639944E0
7.935789625E0,-3.359900042E-2,1.159467828E-2,-2.220110178E0
7.945762625E0,-3.511380777E-2,1.617531478E-2,-2.220435619E0
7.955735625E0,-3.079954535E-2,2.111192979E-2,-2.219833374E0
7.965708625E0,-3.380066156E-2,6.104751490E-3,-2.219195604E0
7.975681625E0,-3.774721175E-2,1.200282015E-2,-2.214488983E0
7.985654625E0,-3.841779754E-2,1.944262721E-2,-2.211867094E0
7.995627625E0,-3.363455459E-2,1.777399331E-2,-2.210670471E0
8.005600625E0,-2.625733241E-2,1.283063460E-2,-2.207442284E0
8.015574625E0,-2.327568829E-2,2.290131524E-2,-2.204790354E0
8.025547625E0,-2.224690840E-2,1.753131673E-2,-2.201093912E0
8.035520625E0,-2.249626815E-2,1.386905182E-2,-2.197249651E0
8.045493625E0,-2.933393419E-2,1.651037484E-2,-2.195364237E0
8.055466625E0,-3.478444368E-2,1.623838581E-2,-2.191982508E0
8.065439625E0,-4.139361158E-2,1.552972011E-2,-2.186943293E0
8.075412625E0,-4.044561833E-2,2.258972451E-2,-2.182070971E0
8.085385625E0,-3.663996235E-2,1.595019922E-2,-2.179500818E0
8.095358625E0,-3.575825691E-2,1.442902815E-2,-2.178878546E0
8.105331625E0,-3.229108453E-2,2.677996829E-2,-2.175375700E0
8.115304625E0,-2.624974772E-2,1.344329491E-2,-2.169003248E0
8.125277625E0,-2.497649007E-2,1.809823327E-2,-2.166716814E0
8.135250625E0,-3.005671501E-2,2.782854065E-2,-2.162869453E0
8.145223625E0,-3.410605341E-2,2.289556712E-2,-2.160923719E0
8.155196625E0,-3.648158163E-2,1.045430358E-2,-2.158568144E0
8.165169625E0,-3.919268027E-2,2.437491342E-2,-2.154595375E0
8.175142625E0,-3.295849264E-2,2.027163282E-2,-2.152980804E0
8.185115625E0,-3.314411640E-2,1.049703080E-2,-2.152147293E0
8.195088625E0,-2.713256516E-2,2.592438087E-2,-2.150673389E0
8.205062625E0,-2.758876421E-2,1.268154848E-2,-2.147517920E0
8.215035625E0,-2.901276015E-2,1.725944690E-2,-2.147798538E0
8.225008625E0,-3.259684145E-2,2.004804276E-2,-2.143829346E0
8.234981625E0,-3.512959182E-2,1.272560284E-2,-2.140618086E0
8.244954625E0,-3.249173239E-2,2.131323144E-2,-2.138318539E0
8.254927625E0,-2.879215218E-2,2.059197053E-2,-2.136848927E0
8.264900625E0,-2.955354936E-2,2.227801830E-2,-2.138494730E0
8.274873625E0,-2.677427232E-2,2.409996092E-2,-2.135693073E0
8.284846625E0,-2.561020479E-2,1.816989854E-2,-2.136320114E0
8.294819625E0,-2.613786235E-2,1.995433122E-2,-2.138698339E0
8.304792625E0,-3.006895445E-2,1.838599518E-2,-2.141637325E0
8.314765625E0,-3.169195354E-2,1.636301354E-2,-2.138982058E0
8.324738625E0,-3.664676473E-2,1.334964577E-2,-2.140912771E0
8.334711625E0,-3.782434389E-2,1.434126217E-2,-2.137663603E0
8.344684625E0,-3.494253755E-2,1.195853110E-2,-2.137132645E0
8.354657625E0,-3.720826656E-2,2.028079703E-2,-2.135896444E0
8.364630625E0,-3.587881848E-2,1.913217455E-2,-2.134505510E0
8.374603625E0,-3.876144812E-2,1.526181120E-2,-2.132225752E0
8.384577625E0,-3.503834829E-2,1.982753351E-2,-2.133042574E0
8.394550625E0,-3.507962823E-2,1.927386224E-2,-2.134221315E0
8.404523625E0,-2.546188608E-2,2.196898311E-2,-2.138624191E0
8.414496625E0,-2.254898660E-2,1.759743318E-2,-2.140695572E0
8.424469625E0,-1.551877521E-2,1.725548506E-2,-2.141546726E0
8.434442625E0,-1.432105713E-2,1.744620129E-2,-2.148331404E0
8.444415625E0,-1.909077913E-2,1.816419140E-2,-2.152011156E0
8.454388625E0,-2.241956443E-2,1.192661654E-2,-2.156409740E0
8.464361625E0,-3.260589018E-2,1.507846732E-2,-2.156729698E0
8.474334625E0,-3.732481971E-2,2.028269693E-2,-2.163831472E0
8.484307625E0,-3.943537176E-2,1.106283162E-2,-2.167544842E0
8.494280625E0,-4.150388017E-2,2.049275488E-2,-2.173779964E0
8.504253333E0,-3.805162385E-2,1.666446030E-2,-2.180803776E0
8.514226333E0,-3.367809206E-2,8.784053847E-3,-2.187468290E0
8.524199333E0,-3.168844432E-2,1.205255091E-2,-2.188974380E0
8.534172333E0,-2.858240157E-2,9.331865236E-3,-2.193881989E0
8.544145333E0,-2.857308090E-2,1.180674136E-2,-2.192949295E0
8.554118333E0,-2.484046668E-2,1.436778158E-2,-2.193994999E0
8.564091333E0,-2.428439818E-2,1.795772277E-2,-2.191536427E0
8.574065333E0,-2.541233413E-2,1.863721013E-2,-2.189236403E0
8.584038333E0,-3.068272956E-2,2.511242032E-2,-2.190510750E0
8.594011333E0,-3.417396545E-2,1.817937568E-2,-2.193830490E0
8.603984333E0,-3.641847521E-2,1.337929536E-2,-2.197098494E0
8.613957333E0,-4.043636471E-2,1.836038753E-2,-2.199816942E0
8.623930333E0,-3.670953587E-2,9.005767293E-3,-2.198538303E0
8.633903333E0,-3.174081445E-2,1.004695892E-2,-2.200621367E0
8.643876333E0,-2.902945131E-2,1.389735751E-2,-2.200031281E0
8.653849333E0,-2.657026984E-2,1.471212599E-2,-2.198394299E0
8.663822333E0,-2.538489550E-2,2.113300934E-2,-2.196970940E0
8.673795333E0,-2.752767876E-2,1.983837038E-2,-2.198745728E0
8.683768333E0,-2.963929996E-2,1.553044096E-2,-2.199141502E0
8.693741333E0,-3.425350040E-2,2.101693489E-2,-2.201131582E0
8.703714333E0,-3.367426246E-2,1.516889967E-2,-2.205211878E0
8.713687333E0,-3.318050876E-2,8.747029118E-3,-2.207137108E0
8.723660333E0,-3.304814920E-2,1.379744802E-2,-2.208811998E0
8.733633333E0,-3.446983919E-2,1.520968694E-2,-2.210345984E0
8.743606333E0,-3.125833347E-2,7.948844694E-3,-2.209496260E0
8.753580333E0,-2.778389491E-2,1.219072938E-2,-2.211308479E0
8.763553333E0,-2.587680519E-2,1.840255223E-2,-2.213449001E0
8.773526333E0,-2.741511539E-2,1.456009876E-2,-2.216352701E0
8.783499333E0,-2.570509911E-2,1.286100131E-2,-2.216462851E0
8.793472333E0,-2.802176028E-2,1.330673043E-2,-2.221565485E0
8.803445333E0,-3.344741836E-2,1.390487608E-2,-2.219656467E0
8.813418333E0,-4.177170619E-2,1.062030345E-2,-2.223711252E0
8.823391333E0,-4.670521244E-2,9.357698262E-3,-2.223743200E0
8.833364333E0,-4.250848666E-2,1.320245396E-2,-2.222043514E0
8.843337333E0,-3.898778558E-2,1.280963887E-2,-2.224819660E0
8.853310333E0,-3.486743942E-2,1.959161088E-2,-2.220996380E0
8.863283333E0,-3.293078765E-2,1.730129123E-2,-2.219272852E0
8.873256333E0,-2.970178798E-2,1.996783726E-2,-2.219710350E0
8.883229333E0,-2.915184572E-2,1.978620887E-2,-2.223805904E0
8.893202333E0,-3.432301432E-2,1.567821391E-2,-2.224104404E0
8.903175333E0,-4.130902141E-2,1.449790038E-2,-2.226685524E0
8.913148333E0,-3.965178132E-2,1.328682899E-2,-2.230815411E0
8.923121333E0,-3.819556534E-2,8.407652378E-3,-2.230226755E0
8.933095333E0,-3.207325935E-2,1.565157995E-2,-2.234188795E0
8.943068333E0,-2.753097005E-2,1.512320805E-2,-2.232888937E0
8.953041333E0,-2.472924441E-2,1.435888372E-2,-2.235763073E0
8.963014333E0,-1.584760286E-2,1.558393799E-2,-2.235885620E0
8.972987333E0,-2.146589011E-2,1.944917440E-2,-2.240680695E0
8.982960333E0,-2.797731943E-2,1.588879153E-2,-2.245142698E0
8.992933333E0,-3.481790796E-2,1.405269187E-2,-2.253878832E0
9.002906333E0,-3.558702767E-2,1.513207052E-2,-2.253691912E0
9.012879333E0,-3.533633426E-2,1.172318496E-2,-2.259140968E0
9.022852333E0,-3.253415599E-2,1.325556822E-2,-2.267531395E0
9.032825333E0,-2.721857838E-2,1.453951839E-2,-2.270453930E0
9.042798333E0,-2.480735071E-2,1.067660283E-2,-2.278018713E0
9.052771333E0,-2.582386509E-2,1.506605651E-2,-2.278935671E0
9.062744333E0,-2.893283963E-2,1.827276871E-2,-2.284243822E0
9.072717333E0,-3.418870270E-2,1.007594913E-2,-2.288812399E0
9.082690333E0,-3.529897332E-2,1.792455092E-2,-2.296006441E0
9.092663333E0,-3.571052104E-2,1.320999674E-2,-2.300994396E0
9.102636333E0,-2.794075012E-2,1.955258101E-2,-2.303860188E0
9.112609333E0,-3.084214963E-2,1.528926846E-2,-2.307097673E0
9.122583333E0,-3.124162555E-2,1.631511748E-2,-2.315001488E0
9.132556333E0,-3.870906308E-2,1.429827698E-2,-2.319225550E0
9.142529333E0,-4.282338172E-2,1.177999191E-2,-2.325434685E0
9.152502333E0,-4.193964973E-2,1.621312648E-2,-2.331099272E0
9.162475333E0,-3.366387635E-2,1.689249836E-2,-2.338778734E0
9.172448333E0,-2.984251082E-2,1.665380597E-2,-2.344194412E0
9.182421333E0,-2.035393380E-2,2.055427060E-2,-2.348566294E0
9.192394333E0,-2.068893611E-2,1.101447549E-2,-2.354063511E0
9.202367333E0,-2.868428081E-2,1.722336933E-2,-2.359219790E0
9.212340333E0,-4.028884694E-2,1.568692550E-2,-2.363631725E0
9.222313333E0,-5.077584088E-2,7.387449034E-3,-2.367743969E0
9.232286333E0,-5.402748659E-2,1.204684284E-2,-2.374604940E0
9.242259333E0,-4.651284590E-2,1.513850782E-2,-2.374660492E0
9.252232333E0,-3.707689792E-2,1.491019316E-2,-2.377289057E0
9.262205333E0,-2.684556320E-2,1.345956884E-2,-2.379757166E0
9.272178333E0,-1.673511975E-2,2.252427861E-2,-2.383347988E0
9.282151333E0,-1.565547474E-2,2.458076924E-2,-2.385317564E0
9.292124333E0,-2.219480462E-2,1.468435954E-2,-2.392669916E0
9.302097333E0,-2.921516448E-2,1.651927829E-2,-2.400638342E0
9.312071333E0,-3.294676542E-2,1.437108871E-2,-2.406792164E0
9.322044333E0,-3.813619912E-2,1.073747221E-2,-2.415195942E0
9.332017333E0,-3.740181774E-2,8.359317668E-3,-2.423991203E0
9.341990333E0,-3.364596143E-2,2.053928375E-2,-2.427164316E0
9.351963333E0,-2.135989815E-2,6.983715110E-3,-2.435945272E0
9.361936333E0,-2.598900348E-2,1.346291881E-2,-2.443830013E0
9.371909333E0,-2.877973020E-2,2.477069944E-2,-2.450616598E0
9.381882333E0,-3.846085444E-2,6.946595386E-4,-2.460859537E0
9.391855333E0,-4.534459487E-2,2.048373595E-2,-2.466666460E0
9.401828333E0,-4.494725168E-2,1.377230324E-2,-2.477037430E0
9.411801333E0,-4.065876454E-2,1.391744614E-2,-2.485594511E0
9.421774333E0,-3.066738322E-2,1.341330819E-2,-2.496248484E0
9.431747333E0,-2.430616319E-2,1.632639207E-2,-2.505857468E0
9.441720333E0,-1.893243752E-2,3.005605377E-2,-2.513148785E0
9.451693333E0,-2.380371839E-2,1.730160415E-2,-2.527102947E0
9.461666333E0,-2.985868230E-2,2.258877829E-2,-2.536792278E0
9.471639333E0,-3.771118075E-2,1.730357856E-2,-2.554827213E0
9.481612333E0,-4.700161889E-2,2.097847685E-2,-2.570491552E0
9.491586333E0,-4.664253443E-2,1.292796806E-2,-2.579627514E0
9.501559708E0,-4.198945686E-2,1.429709792E-2,-2.591969967E0
9.511532708E0,-4.370886460E-2,1.658071205E-2,-2.605327368E0
9.521505708E0,-4.232881218E-2,1.202005055E-2,-2.620818853E0
9.531478708E0,-4.322365299E-2,1.803682372E-2,-2.626301050E0
9.541451708E0,-4.178901017E-2,1.154456846E-2,-2.639243126E0
9.551424708E0,-4.083406553E-2,2.790918946E-2,-2.646613359E0
9.561397708E0,-4.011660814E-2,2.665856853E-2,-2.658617258E0
9.571370708E0,-4.259976745E-2,1.276460104E-2,-2.667763948E0
9.581343708E0,-3.973180801E-2,1.429778337E-2,-2.683084011E0
9.591316708E0,-4.010748118E-2,2.894421667E-2,-2.694195747E0
9.601289708E0,-4.062626511E-2,9.848550893E-3,-2.699928999E0
9.611262708E0,-3.664100915E-2,-5.282013677E-3,-2.710809231E0
9.621235708E0,-3.384149447E-2,2.178502455E-2,-2.714474440E0
9.631208708E0,-3.385525942E-2,1.470428985E-2,-2.716918230E0
9.641181708E0,-3.718633950E-2,6.847698241E-3,-2.721192360E0
9.651154708E0,-3.970562294E-2,1.537438575E-2,-2.717811584E0
9.661127708E0,-3.621874377E-2,1.465133671E-2,-2.721036911E0
9.671101708E0,-3.271979839E-2,2.843966708E-2,-2.719161510E0
9.681074708E0,-3.473501280E-2,2.354690805E-2,-2.719083071E0
9.691047708E0,-3.839825466E-2,2.499949932E-2,-2.719629765E0
9.701020708E0,-4.104596749E-2,2.132566646E-2,-2.724709272E0
9.710993708E0,-4.937928170E-2,2.408413589E-2,-2.728922367E0
9.720966708E0,-5.954163894E-2,1.437931228E-2,-2.730659008E0
9.730939708E0,-5.502455309E-2,1.178915706E-2,-2.734330416E0
9.740912708E0,-5.327299237E-2,1.398493443E-2,-2.736680031E0
9.750885708E0,-4.273096472E-2,1.848510653E-2,-2.738708258E0
9.760858708E0,-3.202053159E-2,1.658441126E-2,-2.740612030E0
9.770831708E0,-2.493100241E-2,1.562395506E-2,-2.740687370E0
9.780804708E0,-2.249500901E-2,3.264821321E-2,-2.740167141E0
9.790777708E0,-2.600142546E-2,2.591323480E-2,-2.743736267E0
9.800750708E0,-3.425722569E-2,2.534065396E-2,-2.750030994E0
9.810723708E0,-4.530873895E-2,2.923884243E-2,-2.754426479E0
9.820696708E0,-5.984267220E-2,1.683969609E-2,-2.762023687E0
9.830669708E0,-6.876149774E-2,2.420751750E-2,-2.768360853E0
9.840642708E0,-7.168857753E-2,2.271325327E-3,-2.776005983E0
9.850616708E0,-6.400439888E-2,1.489836816E-2,-2.778789759E0
9.860589708E0,-5.768419057E-2,2.577471733E-2,-2.782322645E0
9.870562708E0,-4.124448448E-2,2.139388584E-3,-2.781052589E0
9.880535708E0,-3.052872233E-2,2.098205127E-2,-2.781599760E0
9.890508708E0,-2.288376167E-2,2.818693034E-2,-2.781623602E0
9.900481708E0,-2.473252825E-2,1.908078231E-2,-2.782136202E0
9.910454708E0,-3.350403532E-2,1.919572800E-2,-2.780744076E0
9.920427708E0,-3.688997775E-2,1.858985797E-2,-2.781652689E0
9.930400708E0,-4.114453122E-2,2.334195562E-2,-2.782636166E0
9.940373708E0,-4.255015031E-2,2.151689306E-2,-2.782955408E0
9.950346708E0,-4.201108590E-2,6.170641631E-3,-2.786837101E0
9.960319708E0,-4.016311839E-2,2.250034735E-2,-2.785433054E0
9.970292708E0,-3.541775420E-2,1.654415950E-2,-2.789194345E0
9.980265708E0,-3.613946959E-2,8.373582736E-3,-2.792639971E0
9.990238708E0,-3.682301566E-2,1.489182096E-2,-2.788724661E0
1.000021171E1,-4.333497956E-2,1.371683460E-2,-2.788783312E0
1.001018471E1,-4.875352606E-2,2.046394907E-2,-2.786828756E0
1.002015771E1,-5.095835775E-2,1.947059110E-2,-2.788265228E0
1.003013171E1,-4.743401334E-2,1.951418817E-2,-2.788004160E0
1.004010471E1,-3.785648569E-2,2.224526182E-2,-2.790791035E0
1.005007771E1,-2.931146882E-2,1.426722948E-2,-2.795108318E0
1.006005071E1,-2.442217059E-2,2.253474668E-2,-2.798252583E0
1.007002371E1,-2.597868443E-2,1.755356416E-2,-2.801340103E0
1.007999671E1,-3.006184101E-2,1.343685016E-2,-2.806213379E0
1.008996971E1,-3.899367154E-2,1.442086138E-2,-2.810184002E0
1.009994271E1,-4.675092921E-2,1.260005683E-2,-2.812907219E0
1.010991571E1,-5.609646440E-2,1.288234349E-2,-2.814129829E0
1.011988871E1,-5.671911314E-2,1.449035946E-2,-2.815669775E0
1.012986171E1,-5.688815936E-2,7.846008986E-3,-2.815434694E0
1.013983471E1,-5.329182744E-2,1.915112883E-2,-2.811308384E0
1.014980771E1,-4.530915245E-2,2.043944225E-2,-2.810283184E0
1.015978071E1,-3.946857527E-2,1.956566051E-2,-2.809345007E0
1.016975371E1,-3.692642599E-2,2.058911882E-2,-2.810225248E0
1.017972671E1,-3.697596490E-2,1.754113100E-2,-2.810271263E0
1.018969971E1,-3.698341921E-2,1.649850234E-2,-2.811171055E0
1.019967271E1,-3.900955245E-2,1.720264181E-2,-2.807787895E0
1.020964671E1,-4.533420131E-2,1.444570068E-2,-2.805922508E0
1.021961971E1,-4.521302879E-2,1.166136470E-2,-2.801863194E0
1.022959271E1,-3.899453953E-2,1.536703575E-2,-2.797893286E0
1.023956571E1,-3.651167452E-2,9.353087284E-3,-2.794389725E0
1.024953871E1,-3.533289209E-2,1.668127626E-2,-2.787990808E0
1.025951171E1,-3.533156216E-2,1.274272706E-2,-2.781299353E0
1.026948471E1,-3.973908350E-2,1.437147614E-2,-2.776360989E0
1.027945771E1,-4.644652084E-2,1.558854152E-2,-2.770828485E0
1.028943071E1,-4.597106576E-2,1.889725402E-2,-2.764931202E0
1.029940371E1,-4.055099934E-2,2.088370733E-2,-2.757093668E0
1.030937671E1,-3.599699214E-2,1.988775842E-2,-2.755601645E0
1.031934971E1,-3.414582834E-2,2.318768017E-2,-2.749778986E0
1.032932271E1,-2.909939736E-2,1.260815747E-2,-2.746778011E0
1.033929571E1,-3.307016939E-2,1.704684831E-2,-2.741231203E0
1.034926871E1,-3.662480041E-2,1.181526575E-2,-2.736479044E0
1.035924171E1,-4.547501355E-2,1.444993075E-2,-2.732256889E0
1.036921471E1,-5.319628492E-2,1.788455993E-2,-2.727620840E0
1.037918771E1,-4.984283075E-2,2.253603563E-2,-2.719328165E0
1.038916171E1,-5.045095459E-2,2.489309758E-2,-2.716527224E0
1.039913471E1,-4.708605260E-2,1.809031889E-2,-2.709732294E0
1.040910771E1,-4.010359943E-2,1.934231073E-2,-2.706362963E0
1.041908071E1,-4.271642491E-2,1.762457192E-2,-2.704427004E0
1.042905371E1,-4.115552455E-2,1.291050017E-2,-2.701867580E0
1.043902671E1,-3.584997356E-2,1.512411982E-2,-2.697566032E0
1.044899971E1,-3.523558378E-2,1.584130898E-2,-2.692979813E0
1.045897271E1,-3.224911541E-2,1.661495678E-2,-2.685994387E0
1.046894571E1,-3.354573250E-2,1.311808079E-2,-2.683005571E0
1.047891871E1,-3.677535057E-2,1.517004706E-2,-2.676278830E0
1.048889171E1,-3.537734970E-2,1.729524508E-2,-2.673094511E0
1.049886387E1,-3.621784598E-2,1.840178668E-2,-2.668520212E0
1.050883687E1,-4.017940909E-2,1.569765992E-2,-2.661335945E0
1.051880988E1,-4.307400063E-2,1.165444963E-2,-2.658954859E0
1.052878287E1,-3.930807486E-2,1.808212698E-2,-2.654774427E0
1.053875587E1,-4.618568718E-2,1.313343924E-2,-2.649970055E0
1.054872887E1,-4.703729600E-2,1.755193621E-2,-2.641731262E0
1.055870287E1,-4.697551206E-2,1.363469381E-2,-2.637439966E0
1.056867587E1,-4.381735250E-2,2.398392558E-2,-2.632234812E0
1.057864888E1,-4.314756766E-2,1.548764110E-2,-2.626641035E0
1.058862187E1,-3.520550206E-2,1.776780747E-2,-2.621555090E0
1.059859487E1,-3.173993155E-2,1.978888176E-2,-2.614355803E0
1.060856787E1,-2.913064323E-2,1.323464699E-2,-2.611394167E0
1.061854087E1,-2.600196190E-2,2.588599175E-2,-2.606179714E0
1.062851387E1,-3.097239137E-2,1.540755667E-2,-2.602594137E0
1.063848687E1,-3.360332921E-2,1.743155904E-2,-2.597163916E0
1.064845987E1,-3.585584834E-2,1.755928248E-2,-2.588424206E0
1.065843287E1,-3.959439322E-2,2.357642725E-2,-2.583511591E0
1.066840587E1,-4.407504201E-2,1.640189812E-2,-2.574726105E0
1.067837887E1,-4.341244698E-2,1.312834118E-2,-2.564700842E0
1.068835187E1,-4.045493156E-2,2.782245353E-2,-2.559648275E0
1.069832487E1,-4.280730337E-2,2.215205133E-2,-2.554670572E0
1.070829788E1,-4.214933142E-2,1.700785384E-2,-2.545017481E0
1.071827087E1,-3.749731928E-2,2.240235358E-2,-2.537471771E0
1.072824387E1,-3.664662689E-2,2.501518093E-2,-2.533408165E0
1.073821687E1,-3.645567968E-2,1.543765515E-2,-2.522187948E0
1.074818987E1,-3.755002469E-2,2.109473012E-2,-2.517431259E0
1.075816387E1,-3.446848318E-2,2.289928868E-2,-2.509967566E0
1.076813688E1,-3.293433785E-2,1.737703755E-2,-2.502023697E0
1.077810987E1,-3.314978629E-2,2.334757894E-2,-2.495253801E0
1.078808287E1,-3.633663058E-2,2.239824459E-2,-2.485146761E0
1.079805587E1,-3.953189030E-2,1.531583350E-2,-2.479059219E0
1.080802887E1,-3.825978562E-2,1.672609150E-2,-2.474862576E0
1.081800187E1,-3.915007785E-2,2.257519215E-2,-2.467789650E0
1.082797487E1,-4.180978984E-2,2.027159929E-2,-2.456488848E0
1.083794787E1,-3.643180057E-2,1.643797755E-2,-2.448337317E0
1.084792087E1,-3.699761629E-2,2.666397765E-2,-2.441349030E0
1.085789387E1,-3.681572527E-2,1.557004731E-2,-2.434981108E0
1.086786687E1,-3.861737251E-2,2.512163296E-2,-2.426902533E0
1.087783987E1,-3.958276659E-2,2.025444061E-2,-2.418885469E0
1.088781287E1,-3.666527197E-2,1.701443642E-2,-2.415618420E0
1.089778587E1,-3.458001837E-2,2.784977481E-2,-2.410642624E0
1.090775887E1,-3.260768577E-2,1.332341414E-2,-2.403138638E0
1.091773187E1,-3.530333936E-2,1.545314398E-2,-2.395791769E0
1.092770587E1,-3.174576536E-2,1.877607219E-2,-2.387207747E0
1.093767887E1,-3.154336661E-2,1.198874041E-2,-2.384105921E0
1.094765187E1,-3.431184217E-2,1.785938442E-2,-2.374033689E0
1.095762488E1,-3.462156653E-2,1.961440593E-2,-2.367257357E0
1.096759787E1,-3.572285920E-2,1.342297252E-2,-2.361965895E0
1.097757087E1,-3.274304420E-2,2.236773074E-2,-2.355105639E0
1.098754387E1,-3.046746738E-2,1.593277231E-2,-2.349252224E0
1.099751687E1,-2.738379315E-2,1.751628891E-2,-2.343663216E0
1.100748987E1,-2.759781107E-2,2.002722770E-2,-2.337085009E0
1.101746287E1,-3.191586211E-2,1.811747625E-2,-2.333976746E0
1.102743587E1,-3.530690074E-2,1.383668557E-2,-2.327086926E0
1.103740887E1,-3.451061621E-2,1.430939697E-2,-2.325372934E0
1.104738187E1,-3.543931991E-2,1.464992762E-2,-2.320669413E0
1.105735487E1,-3.804842010E-2,9.422941133E-3,-2.317434788E0
1.106732787E1,-3.623260558E-2,1.032028068E-2,-2.312003136E0
1.107730087E1,-3.489516675E-2,1.949194074E-2,-2.302317142E0
1.108727387E1,-3.537292033E-2,1.068390999E-2,-2.293413401E0
1.109724687E1,-3.140081465E-2,1.308155525E-2,-2.289348364E0
1.110721987E1,-3.261493519E-2,1.782654226E-2,-2.281394243E0
1.111719387E1,-3.336488083E-2,1.612824202E-2,-2.274798632E0
1.112716687E1,-3.363467008E-2,1.628240943E-2,-2.270628929E0
1.113713987E1,-3.033421747E-2,1.387704071E-2,-2.265694618E0
1.114711288E1,-3.123949468E-2,1.755987853E-2,-2.256184578E0
1.115708587E1,-3.228318691E-2,1.439497899E-2,-2.252113819E0
1.116705887E1,-3.207910806E-2,1.468819659E-2,-2.243553638E0
1.117703187E1,-3.285302594E-2,1.631645486E-2,-2.237893343E0
1.118700487E1,-3.487890214E-2,8.562703617E-3,-2.233152628E0
1.119697787E1,-3.439207375E-2,1.238647010E-2,-2.224783897E0
1.120695087E1,-3.632208705E-2,1.207709312E-2,-2.216414452E0
1.121692387E1,-3.853570670E-2,1.171596721E-2,-2.207837105E0
1.122689687E1,-3.900129721E-2,1.219110563E-2,-2.197192669E0
1.123686987E1,-3.620870411E-2,1.391310617E-2,-2.187998772E0
1.124684287E1,-3.205878288E-2,1.099454425E-2,-2.181212187E0
1.125681587E1,-2.866804600E-2,1.809666306E-2,-2.170080423E0
1.126678887E1,-2.932904288E-2,1.404652745E-2,-2.163035154E0
1.127676187E1,-2.837003767E-2,1.087869704E-2,-2.153121948E0
1.128673587E1,-2.631994337E-2,1.235127635E-2,-2.143893480E0
1.129670887E1,-2.757988498E-2,1.201704890E-2,-2.133122683E0
1.130668187E1,-3.033644333E-2,1.027827524E-2,-2.122887373E0
1.131665487E1,-3.224539757E-2,1.260907389E-2,-2.113264322E0
1.132662787E1,-3.393759206E-2,1.181199681E-2,-2.103382349E0
1.133660087E1,-3.462895006E-2,1.398247387E-2,-2.093719244E0
1.134657387E1,-3.322775289E-2,1.167677902E-2,-2.083201885E0
1.135654687E1,-3.095261380E-2,1.306828111E-2,-2.073261976E0
1.136651987E1,-3.378808871E-2,1.060044486E-2,-2.060631990E0
1.137649287E1,-3.937486932E-2,1.247424539E-2,-2.051953316E0
1.138646587E1,-3.855077177E-2,1.432688441E-2,-2.042462111E0
1.139643888E1,-3.917528316E-2,1.203523483E-2,-2.031245470E0
1.140641187E1,-3.276364878E-2,1.064099744E-2,-2.021848440E0
1.141638487E1,-3.000141680E-2,1.650208235E-2,-2.012315989E0
1.142635787E1,-2.573695779E-2,1.133405510E-2,-1.999668598E0
1.143633087E1,-2.270601690E-2,1.247735042E-2,-1.991567135E0
1.144630387E1,-2.245383523E-2,1.387932431E-2,-1.982504129E0
1.145627687E1,-2.109296061E-2,1.515710820E-2,-1.973128676E0
1.146625087E1,-2.535330690E-2,1.088844147E-2,-1.965484023E0
1.147622387E1,-2.736425959E-2,9.891887195E-3,-1.956615448E0
1.148619687E1,-3.056645766E-2,1.523868088E-2,-1.945404172E0
1.149616987E1,-3.398302943E-2,9.701170959E-3,-1.936639190E0
